group_id,dhatus,karaka,citation,source
2,सिध् राध् राध् साध् फल्,adhikaraṇa,पठनादस्य देवेशि किं न सिद्ध्यति भूतले ।,"दुर्गापदुद्धारस्तोत्रम्, १२"
2,सिध् राध् राध् साध् फल्,adhikaraṇa,आदिष्टो न विकल्पेत यः स राजसु सिद्ध्यति ।,"महाभारतम्, ४.५.३५"
2,सिध् राध् राध् साध् फल्,hetu,न हि तद्विद्यते किञ्चिद्यत् अर्थेन न सिद्ध्यति ।,"पञ्चतन्त्रम्, मित्रलाभः"
2,सिध् राध् राध् साध् फल्,hetu,प्राणायामं ततः कुर्यादनायासेन सिद्ध्यति ।,"हठयोगप्रदीपिका, २.३६"
2,सिध् राध् राध् साध् फल्,anya,कदम्बकलिकाहोमाद्यक्षिणी सिद्ध्यति ध्रुवं ।,अग्निपुराणम् ८१.४९ हेतुः? (?)
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,kartṛ,इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् ।,गीता ५.९
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,kartṛ,ततोऽहं हिमवत्पार्श्वे वसामि नियतः सुखम् ।,"रामायणम्, बाल. ३३.१०.१"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,kartṛ,अरक्षितं तिष्ठति दैवरक्षितं सुरक्षितं तद्विहतं विनश्यति ।,पञ्चतन्त्रम्. मित्रभेदः कथामुखम् २०
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,kartṛ,त्वं भक्तियोगपरिभावितहृत्सरोज आस्से श्रुतेक्षितपथो ननु नाथ पुंसाम् ।,"भागवतम्, ३.९.११.१"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,kartṛ,गुणा वर्तान्त इत्येव यः अवतिष्ठति न इंगते ।,गीता १४.२३
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,karman,याम् वृत्तिम् वर्तते रामः कौसल्यायाम् महाबलः । ताम् एव नृप नारीणाम् अन्यासाम् अपि वर्तते |,"रामायणम्, २.११८.५ (?) कर्म उत किमप्यन्यत्"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,karman,कुमारौ अपि तां रात्रिं उषित्वा सुसमाहितौ । प्रभातकाले चोत्थाय पूर्वां संध्यामुपास्य च ।,"रामायणम्, १.२९.३१"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,karman,ऊषुस्तां रजनीं तत्र सरय्वां सुसुखः त्रयः ।,रामायणम् १.२२.२३
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,karman,ऊषुः सरस्वतीतीरे जलं प्राश्य यतव्रताः । रजनीं तां महाभागा नन्दसुनन्दकादयः ।,"भागवतम्, १०.३४.४"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,karaṇa,याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि ।,गीता १०.१६ करणम् उत अन्यत् (?)
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,adhikaraṇa,नाहं वसामि वैकुण्ठे योगिनां हृदये न वा ।,नारदसंहिता
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,adhikaraṇa,गुणा गुणेषु वर्तन्ते इति मत्वा न सज्जते ।,गीता ३.२७
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,adhikaraṇa,अग्निस्तेजो महल्लोके गूढस्तिष्ठति दारुषु ।,"महाभारतम्, ५.१३९४.११३."
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,adhikaraṇa,भगवान् इवाज्ञानात्मके च तमसि मुग्ध इवास्ते न तु ततोऽन्यत् पृथक् ।,"मृगेन्द्रटीका, विद्यापाद, २.१२.१, ४.०"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,adhikaraṇa,नासनेष्ववतिष्ठन्त बाहूंश्चैव विचिक्षिपुः ।,"महाभारतम्, ५.१५९.३.१"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,hetu,अध्ययनेन वसति ।,सि.कौ.
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,hetu,सर्पाणं च खलानां च परद्रव्यापहारिणाम् । अभिप्राया न सिध्यन्ति तेनेदं वर्तते जगत् ।,पञ्चतन्त्रम्. मित्रभेदः (?) हेतु उत अन्यः
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,hetu,तत्रानेनावतिष्ठति पर्यटति क्षणमात्रेण उत्तोलनेन शान्तिर्भवति ।,"उड्डामरेश्वरतन्त्रः, ९.२१.८ (?)"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,hetu,भयाद् यस्यावतिष्ठेतां निष्पन्दौ सागरानिलौ ।,"रामायणम्, उत्तर, ३३.१५.१ (?) हेतुः उत अन्यत्"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,hetu,किमेवम् चक्रेण शिरसि तिष्ठसि ।,"पञ्चतन्त्रम्, अपरीक्षित-कारकम् कथा२ (?) केवलं सहार्थः उत हेतुः"
3,वृत् वस् आस् धृ क्षि स्थल् मठ् स्था,anya,यत्र निर्मलभावेन संसारे वर्तते गृही ।,सुभाषितम्
4,बल् ऊर्ज् श्वस् अन् जीव्,kartṛ,धृतः शरीरेण मृतः स जीवति ।,मृच्छकटिकम् १.१०
4,बल् ऊर्ज् श्वस् अन् जीव्,adhikaraṇa,स पापात्मा परे लोके गृध्रोच्छिष्टेन जीवति  ।,"मनुस्मृतिः, ११.२६.२"
4,बल् ऊर्ज् श्वस् अन् जीव्,adhikaraṇa,रामं विना क्षणमपि न हि जीवामि भूतले ।,"रामायणम्, आरण्य, ४३.२४.२"
4,बल् ऊर्ज् श्वस् अन् जीव्,hetu,अन्यायकरभोगैश्च यो हि जीवति नित्यशः ।,महासुभाषितसंग्रहः १७९९ (भोगाः अत्र जीवने हेतवः उत सहार्थे) (?) ।
4,बल् ऊर्ज् श्वस् अन् जीव्,hetu,नरः पातितकायोऽपि यशःकायेन जीवति ।,सुभाषितरत्नभाण्डागारः (सहार्थः उत हेतुः)(?)
4,बल् ऊर्ज् श्वस् अन् जीव्,anya,एकछत्रां महीं भुङ्क्ते दीर्घमायुश्च जीवति । इति लक्षणम् ।,गोविन्दराजीयम्
5,कृप्,kartṛ,य: परिणमति स कर्ता ।,अमृतचन्द्र जैनदर्शन
5,कृप्,kartṛ,ब्रह्म सम्पद्यते तदा ।,गीता १३.३० ।
5,कृप्,kartṛ,विज्ञानेन निवृत्तास्ते व्यवर्तन्त महौजसः ।,"लिङ्गपुराणम्, १, ७०, १७६.१"
5,कृप्,apādāna,त्रिगुणात्मिकायाः प्रकृतेः जगत् परिणमति इति सांख्याः वदन्ति । anveekshiki.wordpress,
5,कृप्,apādāna,युष्माकं धर्मसिद्ध्यर्थं वेदीमध्यात् व्यवर्तत ।,"स्कान्दपुराणम्, ८, १.३"
5,कृप्,adhikaraṇa,मुख्योर्थः स्वविशेषरूपेर्ऽथान्तरे परिणमति ।,साहित्यदर्पणम्/चतुर्थः परिच्छेदः
5,कृप्,adhikaraṇa,"व्योम्नि मेघा विवर्तन्ते परुषा गर्दभारुणाः रामायणम्,_०३_२३.४",
5,कृप्,tādarthya,साधोः शिक्षा गुणाय सम्पद्यते नासाधोः ।५ ।,पञ्चतन्त्रम्. १.१८ (?)
5,कृप्,hetu,सिद्धिः सांकर्षणी सा परिणमति यया सापवर्गत्रिवर्गा ।,श्रीगरुडपञ्चाशत्
5,कृप्,anya,सरस्वत्या मूर्तिः परिणमति माणिक्यवपुषा ।,सौन्दर्यलहरी -६४
5,कृप्,anya,चिरं भुक्त्वा भोगान् परिणमति चिद्रूपकलया ।,मूकपञ्चशती २.१०३
5,कृप्,anya,तस्यैतत्पाप्मनो मे परिणमति फलं यत्पुरे प्रेमबन्धाद् ।,काव्यमीमांसा १.९ (?) (मे इति सम्प्रदानं कर्म वा)
5,कृप्,anya,सर्वः कल्ये वयसि यतते लब्धुमर्थान्कुटुम्बी पश्चात्पुत्रैरपहृतभरः कल्पते विश्रमाय ।,वेणीसंहारम् ३.२५
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,kartṛ,एवं सन्तो वर्तमाना एधन्ते शाश्वतीः समाः ।,"महाभारतम्, ३.१९८.८६"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,kartṛ,राजन् किम् अन्यज्ज्ञातीनां वधाद् ऋध्यन्ति देवताः ।,"महाभारतम्, १२.८.२५.२"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,kartṛ,अक्षय्यं वर्धते चान्नं तेन भोजयते द्विजान् ।,"महाभारतम्, ३.४.६"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,kartṛ,क्रमते शुक्लपक्षादौ भास्करात्परमास्थितः ।,"लिङ्गपुराणम्, ५६.३ (क्रम् धातुः वर्धनार्थे?)"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,kartṛ,बृंहन्ति कुञ्जरास्तत्र हया हेषन्ति चासकृत् ।,"भागवतम्, ११.७.५९.१"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,karman,अकर्मकः (पुष्-विहाय),
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,karman,नाब्रह्म क्षत्रम् ऋध्नोति नाक्षत्रं ब्रह्म वर्धते । मनुस्मृतिः ९.३१९.१ (?) कर्म?,
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,karman,देवः त्वष्टा सविता सर्वरूपः पोषति प्रजा रसानुप्रदानेन ।,निरुक्तम् १०.३४
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,karman,उन्मादमेके पुष्यन्ति यान्त्यन्ये द्विषतां वशम् |,"महाभारतम्, ५.७०.२६"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,karman,पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः ।,"मृगेन्द्रटीका, विद्यापाद, ३.१.२, ३३.२"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,karaṇa,उष्ट्रवामीस्त्रिशतं च पुष्टाः पीलुशमीङ्गुदैः ।,"महाभारतम्, २.४७.४ (?) करणं"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,apādāna,सुखार्हं दुःखितं दृष्ट्वा कस्मात् मन्युः न वर्धते ।,"महाभारतम्, ३.२८.२० (हेतुः?)"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,adhikaraṇa,एतदालम्बनं ज्ञात्वा ब्रह्मलोके महीयते ।,कठोपनिषत् १.२.१७
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,adhikaraṇa,ते च लोमश लोकेऽस्मिन्न् ऋध्यन्ते केन केतुना ।,"महाभारतम्, ३.९२.२.२"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,adhikaraṇa,सम्पन्न एवेति विदुर्महिम्नि स्वे महीयते ।,भागवतम्. १.३.३४
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,adhikaraṇa,छिन्नोऽपि रोहति तरुश्चन्द्रः क्षीणोऽपि वर्धते लोके |,भर्तृहरि-नीतिशतकम् ८६
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,adhikaraṇa,ऋक्षु क्रमते बुद्धिः ।,(आप्टे)
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,सोऽब्रवीदर्च्य देवेन्द्रं दिष्ट्या वै वर्धते भवान् ।,"महाभारतम्, ५.१७.२"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,राजन् किम् अन्यज्ज्ञातीनां वधादृध्यन्ति देवताः ।,"महाभारतम्, १२.८.२५.२ (?) हेतुः?"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,यस्य शूरस्य विक्रान्तैरेधन्ते बान्धवाः सुखम् ।,"महाभारतम्, ५.१३१.४१ (?) हेतुः?"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,एतेषां कल्यमुत्थाय कीर्तनात् सुखमेधते ।,"ब्रह्मपुराणम्, ५.४७ ।"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,इमे जनपदाः स्वृद्धाः सुपक्वौषधिवीरुधः । वनाद्रिनद्युदन्वन्तो ह्येधन्ते तव वीक्षितैः ।,भागवतम्. ०१.०८.०४०
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,केन पूज्यस्तथा सत्सु केनासौ सुखमेधते ।,"११.१० वामनपुराणम्,"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,भीम शत्रुषु चात्यर्थं वर्धते मूर्तिरोजसा ।,"महाभारतम्, ३.१४९.९"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,व्रज तीर्थानि नियतः पुण्यं पुण्येन वर्धते ।,"महाभारतम्, ३.८३.९० ।"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,तस्माद् बृंहति यस्माद्धि परं ब्रह्मेति कीर्तितम् ।,"लिङ्गपुराणम्, २.१८.२१.१"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,hetu,पुष्यते च पुनः सर्वान् प्रज्ञया मुक्तहेतुकः ।,"महाभारतम्, १२.२२९.३.३"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,anya,एतेषां कल्यम् उत्थाय कीर्तनात् सुखम् एधते ।,"ब्रह्मपुराणम्, ५.४७"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,anya,ऋध्यास्म पुत्रैः पशुभिर्यो नो द्वेष्टि स भिद्यताम् ।,कौशिकसूत्रम् १३.४४[१३६] (सहार्थः)(?)
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,anya,अश्मनो हृदयं नास्ति नदी वेगेन वर्धते ।,"महाभारतम्, ३.२९७.४३"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,anya,एधते ज्ञातिषु स वै सद्योवृद्धिर्हि विक्रमः ।,"महाभारतम्, २.५०.२६"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,anya,तथा तथा कार्यस्यापि विजातीयत्वं तारतम्येन पुष्यति ।,"तन्त्रसारः, ८.९.०"
6,बृंह् वृध् स्फाय् श्वि ऋध् बृह् पूर् (आ-) ऋध् पूष् मंह् मेध् एध् नीव् स्थूल् पीव् मीव् मही वठ् पुल् (वि-) तीव् क्रम् प्रथ् पुष्,anya,राज्ञो हि प्रतिकूलस्थो न जातु सुखम् एधते ।,"रामायणम्, ३.४०.२६ (?)"
7,स्फुट् स्फुट् फुल्ल्,kartṛ,तेषां पृष्ठे तिलाः क्षिप्ताः स्फुटन्त्येव हि तत्क्षणात् ।,रसरत्नाकरः रसखण्डः ८.२६.१
7,स्फुट् स्फुट् फुल्ल्,kartṛ,केषांचित्पुण्यकृतामुन्मीलति चिन्मयं ज्योतिः ।,रसहृदयतंत्र १.२१
7,स्फुट् स्फुट् फुल्ल्,kartṛ,तदा तन्मध्यभावेन विकसत्यतिभावना ।,स्पन्दकारिकानिर्णयः ९.२.१.२
7,स्फुट् स्फुट् फुल्ल्,kartṛ,वल्लिका भवन्त्यः प्रचुरतरं फुल्लन्ति फलन्ति च ।,मुक्ताचरित्रम्
7,स्फुट् स्फुट् फुल्ल्,karman,उदमीलीच्चलोचने ।,"भट्टिकाव्यम्, १५.१२; १६.८."
7,स्फुट् स्फुट् फुल्ल्,apādāna,स्फुटत्यर्थः अस्मात् इति शब्दः स्फोटः ।,शाब्दबोधविमर्शः (?)
7,स्फुट् स्फुट् फुल्ल्,adhikaraṇa,स्फुटति पटुनिनादैः शुष्कवंशस्थलीषु ।,ऋतुसंहारम् १.२५
7,स्फुट् स्फुट् फुल्ल्,adhikaraṇa,विकसति हि पतंगस्योदये पुण्डरीकम् ।,मालतीमाधवम् १५.३
7,स्फुट् स्फुट् फुल्ल्,adhikaraṇa,श्लक्ष्णे कुड्मलति प्ररूढपुलके चाश्लेषणे फुल्लति ।,मूकपञ्चशती ५.८२ (?) अधिकरणम्
