rank	run	span	file	line	score	style	severity	type	finding	suggestion
4	gasuns2026-03-vvedenie-03	p004	02_gasuns-dhatu-PhD-text2.mdx	359	21	tronsky-readings	major	unsupported_reading	Утверждается, что работа 'избегает лингвистической внутренней и внешней реконструкции' и 'стремится к порождающей грамматике', но не приводится ни одного примера такой порождающей грамматики или конкретного правила. Это голословное заявление без опоры на материал.	Привести хотя бы один пример порождающего правила или сослаться на соответствующее исследование. Иначе снять это утверждение как неподкреплённое.
4	gasuns2026-03-vvedenie-03	p004	02_gasuns-dhatu-PhD-text2.mdx	359	21	tronsky-readings	minor	unsupported_reading	Фраза 'здесь почти отсутствуют столь привычные в работах по компаративистике «звездочки»... хотя порой они содержат интересный... материал' логически противоречива: если отсутствуют, то откуда материал?	Переформулировать: 'В работе сознательно не используются астериски для реконструированных форм (ср. Collinge 1985: XVII), хотя сами по себе они могли бы представлять интерес; это связано с...'
4	gasuns2026-03-vvedenie-03	p004	02_gasuns-dhatu-PhD-text2.mdx	359	21	zaliznyak-method	major	missing_source	Упоминание "недоосмысленных лингвистами достижений науки" голословно. Не указано, какие именно достижения имеются в виду и кто их недоосмыслил.	Удалите эту фразу или конкретизируйте со ссылками: "Из-за ограниченного объёма мы опускаем работы, не получившие должной оценки в компаративистике, например [перечислить]".
5	gasuns2026-17-glava2-06	p005	02_gasuns-dhatu-PhD-text2.mdx	2002	21	lidova-commentary	major	missing_authority_chain	Выдвигается мнение о субъективности списков корней, но не указано, кто из авторитетных грамматиков предлагал разные классификации (например, Панини, Шакатаяна и т.д.), не показана полемика школ.	Связать с традицией: упомянуть, что разные грамматические школы (Аштадхьяи, Катантра и др.) давали разные списки; показать, как это отражает полемику об авторитете и границах грамматического описания.
5	gasuns2026-17-glava2-06	p005	02_gasuns-dhatu-PhD-text2.mdx	2002	21	panini-traditional	major	missing_source	Утверждение 'вряд ли вообще существуют объективные критерии классификации корпуса корней' является сильным заявлением, не подкреплённым ссылкой на научный источник или обсуждение в традиции. Требуется опора на литературу (например, Whitney, Renou, Paribok).	Обосновать: 'Как указывает У. Уитни (Sanskrit Grammar, §2), классификация корней в значительной степени произвольна…' или 'Согласно анализу А. В. Парибка (2011), критерии выделения корней в дхатупатхе неоднозначны…'.
5	gasuns2026-17-glava2-06	p005	02_gasuns-dhatu-PhD-text2.mdx	2002	21	panini-traditional	minor	missing_source	Предложение 'необходимо полностью отказаться от спекулятивных рассуждений индийских грамматиков и начать все «с нуля»' выглядит как личное мнение автора, не подкреплённое ссылками. В стиле индологического исследования такие утверждения должны быть аргументированы или атрибутированы.	Переформулировать как гипотезу, требующую обсуждения, например: 'Однако некоторые исследователи (напр., Renou 1930) считают, что для построения объективного списка необходимо отказаться от традиционной классификации и начать с нуля.'
5	gasuns2026-17-glava2-06	p005	02_gasuns-dhatu-PhD-text2.mdx	2002	21	toporov-etym	major	arbitrary_sound_change	Фраза 'начать все «с нуля»' — метафора, не связанная с этимологической аргументацией; методологически неясно, как именно предлагается отказаться от индийских грамматиков.	Заменить на конкретное методологическое предложение: 'необходимо выработать объективные критерии классификации корней на основе сравнительно-исторического метода, не опираясь на априорные категории дхатупатхи'.
5	gasuns2026-17-glava2-06	p005	02_gasuns-dhatu-PhD-text2.mdx	2002	21	tronsky-readings	minor	weak_parallel	Утверждение 'Наше мнение таково, что вряд ли вообще существуют объективные критерии классификации корпуса корней' включает 'Наше мнение', что является излишним субъективизмом. Стиль Тронских чтений предпочитает безличные конструкции.	Заменить на безличное: 'Вряд ли вообще существуют объективные критерии классификации корпуса корней; каждый список отражает воззрения...'
5	gasuns2026-17-glava2-06	p005	02_gasuns-dhatu-PhD-text2.mdx	2002	21	tronsky-readings	major	missing_source	Утверждение 'Чтобы таким перечнем можно было пользоваться, вероятно, необходимо полностью отказаться от спекулятивных рассуждений индийских грамматиков и начать все «с нуля»' является сильным методологическим заявлением, не подкреплённым ссылками на предшествующие исследования.	Добавить ссылку на исследование, где обсуждается методология реконструкции корней, например: 'ср. (Renou 1942: 45–48)'. Или смягчить формулировку: '...возможно, потребуется пересмотр оснований индийской грамматической традиции'.
5	gasuns2026-17-glava2-06	p005	02_gasuns-dhatu-PhD-text2.mdx	2002	21	zaliznyak-method	major	logical_gap	Утверждение 'вряд ли вообще существуют объективные критерии классификации корпуса корней' голословно и противоречит методу Зализняка, требующему строгих критериев. Не предложено альтернативной процедуры.	Либо привести аргументы в пользу отсутствия объективных критериев (например, указать на неоднозначность морфемного членения), либо предложить конкретный набор критериев (фонологическая форма, продуктивность, семантическое поле).
5	gasuns2026-17-glava2-06	p005	02_gasuns-dhatu-PhD-text2.mdx	2002	21	zaliznyak-method	minor	insufficient_evidence	Не указано, о каких именно 'спекулятивных рассуждениях индийских грамматиков' идёт речь, и почему от них надо 'полностью отказаться'.	Конкретизировать: например, отказ от метафизического понятия 'дхату' как вечной субстанции, замена его на эмпирически выводимый корень. Сослаться на работы по истории лингвистики.
6	gasuns2026-25-zakl-01	p004	02_gasuns-dhatu-PhD-text2.mdx	3420	21	elizarenkova-veda	minor	missing_source	Обсуждение индийской грамматической традиции (Панини и др.) не подкреплено ссылками на конкретные сутры или работы по ведийской грамматике. Стиль требует опоры на источники, а не общих утверждений.	Добавить отсылку к Панини (например, Aṣṭādhyāyī) или к комментариям Елизаренковой о ведийских корнях. Иначе утверждение остаётся бездоказательным.
6	gasuns2026-25-zakl-01	p004	02_gasuns-dhatu-PhD-text2.mdx	3420	21	lidova-commentary	minor	commentary_function_gap	Говорится о различиях в понимании термина 'корень' в индийской и современной традиции, но не объясняется, как эти различия связаны с функциями комментария (школьная практика, авторитет, устная передача).	Добавить: 'В индийской традиции комментарий (бхашья) играл роль посредника между устным учением и письменным текстом, что объясняет специфику терминологии.'
6	gasuns2026-25-zakl-01	p004	02_gasuns-dhatu-PhD-text2.mdx	3420	21	panini-traditional	major	mistranslated_native_term	Термин «корень» используется без различия между индийской (dhātu) и западной концепцией; не введён и не объяснён туземный термин в IAST.	Ввести туземный термин: «дхату (dhātu)», показав его отличие от европейского «корня» (например, dhātu обозначает элемент, из которого выводится вся глагольная парадигма, а не только неизменяемая часть).
6	gasuns2026-25-zakl-01	p004	02_gasuns-dhatu-PhD-text2.mdx	3420	21	panini-traditional	major	missing_sutra_reference	Утверждение о том, что корень «является элементом лишь знаменательных слов» и «всегда сопровождается аффиксами», не подкреплено ссылками на сутры Панини (например, 1.3.1 bhūvādayo dhātavaḥ или 3.1.1 pratyayaḥ).	Добавить номера сутр, на которые опирается это утверждение, например: «Согласно Aṣṭādhyāyī 1.3.1, корни (dhātu) — это класс BHŪ и т.д.; 3.1.1 определяет, что аффиксы (pratyaya) добавляются после корня».
6	gasuns2026-25-zakl-01	p004	02_gasuns-dhatu-PhD-text2.mdx	3420	21	toporov-etym	major	unsupported_semantization	Утверждение 'о том, что он является элементом лишь знаменательных слов и в речи всегда сопровождается аффиксами, хотя бы нулевым аффиксом' — это общее место, но отсутствует иллюстрация на санскритском материале. Топоровская модель требует конкретных примеров с IAST и морфемным членением.	Привести пример: корень √bhū сопровождается нулевым аффиксом в форме 3sg. pr. bhávati? Нет, лучше привести bhū- 'земля' (с нулевым аффиксом) vs. bhav-a-ti (с суффиксом). Дать IAST и членение.
6	gasuns2026-25-zakl-01	p004	02_gasuns-dhatu-PhD-text2.mdx	3420	21	tronsky-readings	minor	unsupported_reading	Утверждение о том, что 'древнеиндийские грамматисты показывают внутренне логичную систему научных воззрений', не подкреплено примерами из конкретных трактатов (например, Aṣṭādhyāyī, Nirukta). Стиль требует отсылки к тексту и комментария.	Добавить пример из Pāṇini или других грамматистов: 'Так, Pāṇini (A. 1.3.1) определяет корень как элемент, выражающий действие, и снабжает его аффиксами (kṛt, taddhita). Это показывает внутреннюю логику системы, где корень не встречается без аффикса в речи'.
6	gasuns2026-25-zakl-01	p004	02_gasuns-dhatu-PhD-text2.mdx	3420	21	zaliznyak-method	major	evidentiary_base	Фраза «внутренне логичную систему научных воззрений, представляющую собой важное достижение лингвистической мысли» не подкреплена ссылками на конкретные работы или традиции. Это оценочное суждение без доказательств.	Сослаться на конкретные трактаты (например, «Ньяя» или «Вьякарана») и работы современных исследователей, подтверждающих системность.
7	gasuns2026-03-vvedenie-03	p003	02_gasuns-dhatu-PhD-text2.mdx	357	20	elizarenkova-veda	major	unsupported_semantization	Утверждение «акцентная характеристика ... в древнеиндийском привязана к корню» — упрощение. В ведийском акцент подвижен и не всегда закреплён за корнем (например, сдвиг в префиксированных формах). Это вводит в заблуждение относительно ведийской акцентологии.	Заменить на: «...акцентная характеристика корня в ведийском не является фиксированной; она зависит от формы слова и грамматического контекста». Или дать ссылку на работы Елизаренковой (1982) по ударению.
7	gasuns2026-03-vvedenie-03	p003	02_gasuns-dhatu-PhD-text2.mdx	357	20	elizarenkova-veda	minor	missing_iast_on_first_mention	Термин «акцентология» не требует IAST, но если имеется в виду конкретный санскритский термин, он не дан. В контексте уместно упомянуть ведийское ударение (*udātta*, *svarita*) при первом появлении.	При первом упоминании акцентологической терминологии стоит добавить: «...вопросы ударения (акцентологии; ср. вед. *udātta* ‘высокий тон’, *svarita* ‘нисходящий’)».
